"0,""TERROR,AFRAID,SCARE,FRIGHT"""
"1,""BOYS,GUYS,JERK"""
"5565,""PHANTOM,SCARY,MONSTER,DEMON,HALLOWEEN,GOBLIN,GHOUL"""
"5566,""BLUEPRINT,DESIGN,ARCHITECT,ARCHITECTURE,STRUCTURE"""
"5567,""VEGETABLES,CARROTS,GARDEN,PEAS"""
"5568,""LOUNGE,LAZY,LOAF"""
"5569,""FUN,HIKE,HIKING,CAMPING"""
"5570,""BRAND,DESIGNER,NAME"""
"5571,""MEDICINE,HEAL,CURE"""
"5572,""FLAVOR,ICE CREAM,CHOCOLATE"""
"5573,""CONTAINER,JUG,CUP"""
"5574,""GRILL,MEAT,RIBS,BARBECUE,CHICKEN,STEAK,RIB"""
"5575,""HORSE,TROT,GALLOP"""
"5576,""KNUCKLE,PUNCH,FIST"""
"5577,""HURRICANE,EARTHQUAKE,EVACUATE"""
"5578,""SLIMY,LIZARD,FROG"""
"5579,""ABSENT,ABSENCE,MISSING"""
"5580,""DEPTH,SHALLOW,LOW"""
"5581,""EXCEPTIONAL,GIFTED,OUTSTANDING,WONDERFUL,RETARDED,SPECIAL"""
"5582,""CROPS,POTATOES,VEGETABLES,PEAS,AGRICULTURE,FARMER,VEGETABLE,HARVEST,CORN"""
"5583,""WAKE,AWAKE,ALIVE,CONSCIOUS"""
"5584,""PARTNER,COUPLE,LOVER"""
"5585,""SUMMER,WARMER,HOTTER"""
"5586,""TRUE,SINCERE,GENUINE"""
"5587,""HOLIDAY,HALLOWEEN,CHRISTMAS"""
"5588,""LINE,SHORE,COAST"""
"5589,""THAW,MEAT,FREEZER"""
"5590,""PRESENT,REWARD,PRIZE,GIFT,AWARD"""
"5591,""DIG,BURY,SHOVEL,DIGGER,GRAVE"""
"5592,""FAIRY,PRINCESS,WAND"""
"5593,""COP,POLICEMAN,POLICE,CAR"""
"5594,""SON,CHRIST,JESUS"""
"5595,""SHOOT,SHOOTING,TARGET,ARROW"""
"5596,""CLOSING,REAL ESTATE"""
"5597,""FEED,CHICKEN,SUPPER"""
"5598,""CAPTION,HEADING,TITLE"""
"5599,""CURVED,CURVE,ROAD"""
"5600,""INDUSTRY,PLANT,FACTORY"""
"5601,""FOOT,SNEAKER,SOCK"""
"5602,""PORT,TAMPA,BAY"""
"5603,""SOUND,CRICKET,NOISE"""
"5604,""SQUEAK,SCREAM,SQUEAL"""
"5605,""AIRPLANE,TRAIN,PLANE"""
"5606,""ELECTRON,ENERGY,ATOM"""
"5607,""GROSS,REPTILE,YUCK,FROG,LIZARD,NASTY"""
"5608,""CAREFUL,BEWARE,CAUTIOUS,AWARENESS,AWARE"""
"5609,""DAMP,HUMID,AIR"""
"5610,""SIMILAR,LIKELIHOOD,SAME"""
"5611,""CHEF,COOKING,COOKBOOK"""
"5612,""WOODS,JUNGLE,WILDERNESS,FOREST"""
"5613,""FORESIGHT,INSIGHT,HINDSIGHT"""
"5614,""SEW,KNITTING,STITCH,THREAD,NEEDLE,YARN,CROCHET,KNIT"""
"5615,""BATHROOM,RESTROOM,MIRROR"""
"5616,""PAIN,SPLINTER,OUCH,HURT,PRICK,SLIVER"""
"5617,""SEARCH,EXPLORER,FIND"""
"5618,""WEEK,MONDAY,TUESDAY,FRIDAY,WEDNESDAY,MONTH,SUNDAY,YEAR,CALENDAR,DAY"""
"5619,""PHONE,RING,TELEPHONE"""
"5620,""GONE,DEAD,DIE"""
"5621,""OUTCOME,DESTINY,FINAL"""
"5622,""DUNGEON,JAIL,PRISON"""
"5623,""BLUES,JAZZ,MUSIC"""
"5624,""BAD,FORBIDDEN,DISALLOW"""
"5625,""DEVICE,ITEM,COMPONENT"""
"5626,""DUTY,CHORE,TASK,ASSIGNMENT,WORK,PROJECT,NOTEBOOK,DESK,FOLDER,HOMEWORK"""
"5627,""STEAK,MEAT,BEEF,SIRLOIN"""
"5628,""HAIR,PIECE,PART"""
"5629,""LOAN,GIVE,BORROW,LEND"""
"5630,""SOLDIER,MILITARY,VETERAN,ARMY"""
"5631,""COYOTE,WOLF,MOON"""
"5632,""NONE,MORALS,STANDARDS"""
"5633,""REPORT,LAB,RESEARCH"""
"5634,""MIDDLE,AVERAGE,MEDIUM,MEDIOCRE"""
"5635,""DARK,SCARED,AFRAID"""
"5636,""CREST,HILL,CRESCENT"""
"5637,""FUDGE,CANDY,ICE CREAM,CHOCOLATE"""
"5638,""COP,POLICEMAN,POLICE,PIG"""
"5639,""UGLY,ZIT,PIMPLE,FRECKLE"""
"5640,""SOFT,PLAY DOUGH"""
"5641,""TANTRUM,DAUGHTER,PARENT,BRAT,MOTHER,SIBLING,KIN,SPOIL,CHILD,BABY,SPOILED"""
"5642,""WEED,DOPE,MARIJUANA,POT,STONED"""
"5643,""PARTY,HOST,HOSTESS"""
"5644,""RAG,TOWEL,CLOTH,SPONGE,WASH,CLEAN,SOAP"""
"5645,""SHOOT,SHOOTING,TARGET,BULLET,GUN,AIM,RIFLE,PISTOL"""
"5646,""QUARTER,NICKEL,DIME,CENTS,PENNY,DOLLAR,CENT,COIN"""
"5647,""DOWNSTAIRS,UPSTAIRS,FLOOR"""
"5648,""KIND,TACTFUL,RUDE,MANNERS,POLITE,MANNER,NICE,MEAN"""
"5649,""CLOSE,LATCH,GATE"""
"5650,""DIFFER,ARGUE,DISAGREE,DIFFERENCE"""
"5651,""FOUNDATION,MAKE UP"""
"5652,""BEAT,CONQUER,TRIUMPH,OVERCOME,DEFEAT"""
"5653,""AXON,NEURON,GAS"""
"5654,""UPSET,CRY,DISGRACE,HUMILIATE,SAD"""
"5655,""MAKE UP,BEAUTY,COSMETICS"""
"5656,""VULGAR,MOUTH,FOUL"""
"5657,""WARMER,CLIMATE,WEATHER,HUMID,TEMPERATURE"""
"5658,""PRESS,PRINTING,PRINTER"""
"5659,""WRAP,ENVELOPE,PACKAGE"""
"5660,""ALONE,SOLO,LONELY"""
"5661,""STRAIN,PAIN,HURT"""
"5662,""RIVER,RUN,STREAM"""
"5663,""JUSTICE,PEACE,JUSTIFY"""
"5664,""HATE,SWEAR,DAMN"""
"5665,""ROTTEN,SMELL,SPOIL"""
"5666,""ENTRANCE,IN,ENTER"""
"5667,""BURN,PAIN,HURT"""
"5668,""RAG,WASHCLOTH,LAUNDRY,SOAK,CLEANER,WASH,BLEACH,DETERGENT,CLOTHES"""
"5669,""MOUTH,CHEEK,LIP,MUSTACHE"""
"5670,""EASE,REST,RELAX"""
"5671,""WOMAN,LADY,CLEANING"""
"5672,""VIKING,SHIP,BOAT"""
"5673,""PARCHED,THIRSTY,TIRED"""
"5674,""SMASH,WRECK,CRUSH,REPAIR,PLIERS,TECHNICIAN,MASH,ENGINEER,ACCIDENT,CRASH,SCREWDRIVER,REPLACE,WRENCH,MECHANICAL,RESTORE,FIX,DESTROY,DEMOLISH,ELECTRICIAN,RUIN,DAMAGE,MECHANIC,TOOLS"""
"5675,""DISH,GLASS,DISHES,PLATE"""
"5676,""MANAGER,MEAN,BOSS"""
"5677,""TAXI,CAB,YELLOW"""
"5678,""LEMONADE,REFRESHING,THIRST"""
"5679,""DEODORANT,UNSURE,SURE"""
"5680,""CONFUSION,CHAOS,HAVOC"""
"5681,""VACATE,HOUSE,EVICT"""
"5682,""DISORDER,CHAOS,HAVOC"""
"5683,""HELIUM,GAS,HYDROGEN,NITROGEN,OXYGEN"""
"5684,""LAMB,VEAL,CALF"""
"5685,""FUZZ,RUG,CARPET"""
"5686,""BARTENDER,COCKTAIL,TAVERN,PUB,BAR,SALOON"""
"5687,""BUSY,NEW YORK"""
"5688,""TECHNICIAN,WORKER,MECHANIC,ENGINEER"""
"5689,""PROTECT,PROTECTION,SAFETY,SECURITY"""
"5690,""STUCK UP,GIRLS"""
"5691,""FRIED,BAKED,POTATO"""
"5692,""TWIST,ANKLE,SPRAIN"""
"5693,""NOTICE,RECOGNITION,ACKNOWLEDGE"""
"5694,""SOUP,BROTH,BOUILLON"""
"5695,""MIND,DISORDER,BRAIN"""
"5696,""AGONY,PAIN,HURT"""
"5697,""BRICK,SLAB,CLAY"""
"5698,""SPAGHETTI,YUMMY,MEATBALLS"""
"5699,""INTELLIGENT,SMART,ENGINEER"""
"5700,""SAY,WORD,SPEAK"""
"5701,""GUITAR,VIOLIN,BANJO,STRING,HARP"""
"5702,""RUNNER,RUNNING,SWEAT"""
"5703,""PICTURE,CANVAS,PAINT,CANVASS,PAINTING,DRAWING,PAINTER"""
"5704,""SCARY,FEAR,MONSTER"""
"5705,""BOXING,BLOOD,BOXER"""
"5706,""IMPORTANT,NECESSARY,MUST"""
"5707,""UGLY,RUDE,MEAN"""
"5708,""BEEF,MEAT,COW,RIBS,CATTLE,STEAK,RIB"""
"5709,""COCA-COLA,COKE,PEPSI,BOTTLE,SODA"""
"5710,""DASH,RUN,DART"""
"5711,""POLISH,TOENAIL,FINGERNAIL"""
"5712,""LAYER,BRICK,CEMENT"""
"5713,""DIE,DEATH,CONDEMN"""
"5714,""CHEEK,LIP,KISS"""
"5715,""FAR,ORIENT,ASIA"""
"5716,""HEATER,CLIMATE,FEVER,HOTTER,TEMPERATURE,RADIATOR,WEATHER,TORCH,HOT,HEAT,CELSIUS,WARMER,BLAZE,THERMOMETER,FLAME,INFERNO,FIREPLACE,WARMTH,HUMID"""
"5717,""PUNISH,CRY,SPANK"""
"5718,""VULGAR,LANGUAGE,FOUL"""
"5719,""GOSSIP,SECRET,RUMOR,SECRETIVE"""
"5720,""MINER,DIGGER,GOLD"""
"5721,""HIKE,HIKING,WALK"""
"5722,""IMAGE,IMAGINE,IMAGINATION,MIRAGE,HALLUCINATION,DREAM,ILLUSION"""
"5723,""MAFIA,NEW YORK"""
"5724,""ADMIRE,LIKE,WANT"""
"5725,""WALL,CONCRETE,BRICK"""
"5726,""DELAY,AIRPORT,AIRPLANE"""
"5727,""NERVOUS,EASE,TENSE"""
"5728,""FLAG,PLEDGE,USA"""
"5729,""CHEAT,OUT FOX"""
"5730,""GRASP,GRAB,SEIZE"""
"5731,""POOR,SLUM,POVERTY,GHETTO"""
"5732,""ORANGE JUICE,SUNSHINE,FLORIDA,TROPICAL,JUICE,FRUIT"""
"5733,""CUSTOMER,CASHIER,CLERK,CONSUMER,STORE"""
"5734,""DECEIT,HATE,DECEIVE"""
"5735,""CONSCIENCE,GUILTY,GUILT"""
"5736,""FLOOD,RIVER,DAM"""
"5737,""WART,ZIT,PIMPLE"""
"5738,""CRUEL,HOSTILITY,RUDE,MEAN"""
"5739,""GIRLFRIEND,PARTNER,ROOMMATE,COMPANION"""
"5740,""FOOTBALL,CENTER,BASKETBALL"""
"5741,""SEW,THIMBLE,THREAD"""
"5742,""BIKE,BICYCLE,TIRE"""
"5743,""CREATIVITY,SMART,CREATIVE"""
"5744,""BEAUTIFUL,POEM,POETRY,PRETTY"""
"5745,""BIAS,PREJUDICE,AGAINST"""
"5746,""ECONOMIC,BUDGET,ECONOMY"""
"5747,""PEER,PIER,FRIEND"""
"5748,""AUTO,CRASH,WRECK"""
"5749,""WARN,SIGNAL,WARNING"""
"5750,""DIAMETER,CIRCLE,ROUND"""
"5751,""VOLUNTEER,FREE,CHARITY"""
"5752,""TEXT,REVIEW,EXAM"""
"5753,""BOOK,CRITERION,AGENDA"""
"5754,""VISITOR,WELCOME,GUEST"""
"5755,""AIRPORT,ARRIVE,DEPART"""
"5756,""POLYESTER,KNITTING,SWEATER,VEST,SEAM,KNIT,CASUAL,SEW,COAT,JACKET,COSTUME,SUIT,PANTS,SHIRT,SHORTS,ATTIRE,OUTFIT,WEAR,HEM,STITCH,SLEEVE,THREAD,CLOTHES,JEANS,MEND,SKIRT"""
"5757,""SWEET,JAM,JELLY"""
"5758,""MESSY,MESS,JUNK"""
"5759,""POT,APPLIANCE,STOVE"""
"5760,""ACTIVE,RUN,ACTIVITY"""
"5761,""DOWN,DOWNSTREAM,UPSTREAM"""
"5762,""APATHY,HATE,EMPATHY"""
"5763,""BUMP,WART,LUMP"""
"5764,""ROBBERY,BANK,ROBBER"""
"5765,""CLUB,SORORITY,FRATERNITY,MEMBER"""
"5766,""ABUNDANCE,ENOUGH,FULL,PLENTY"""
"5767,""DEADLY,COBRA,SNAKE"""
"5768,""CIGARETTE,SMOKY,SMOKE"""
"5769,""TRANQUIL,QUIET,MELLOW,SERENE,PEACEFUL"""
"5770,""EVENING,HOUR,NOON,AFTERNOON,DAWN,DAY,SUNRISE"""
"5771,""LARGE,BIG,ELEPHANT,HUGE"""
"5772,""AUTO,TRUCK,DRIVER,VEHICLE"""
"5773,""FURRY,MICE,FUZZY"""
"5774,""RUNNING,EXERCISE,FITNESS"""
"5775,""BEAKER,TEST TUBE,WHISKEY,FLASK,GLASS,BRANDY,BOTTLE,CHAMPAGNE,WINE"""
"5776,""SNAP,CRUNCH,CRACKLE"""
"5777,""KIND,WILLING,NICE"""
"5778,""CHICKEN,BOUILLON,BROTH"""
"5779,""HOLE,BURY,GRAVE"""
"5780,""LIFE,MAGAZINE,JOURNAL"""
"5781,""CLAIM,OWN,MINE,CLAIMS"""
"5782,""BREATHE,LIVING,LIVE,BREATH,ALIVE"""
"5783,""WRAP,FOLD,ENVELOPE"""
"5784,""ARM,BONE,LEG"""
"5785,""SIP,QUENCH,LIQUOR,POP,SOFT DRINK,COCA-COLA,THIRSTY,MALT,DRINK,THIRST,TAB,SODA,COKE,SWALLOW,REFRESHING,COOLER,GULP,SLURP,BEER,BEVERAGE,FOUNTAIN,PEPSI"""
"5786,""TIE,RIBBON,BOW"""
"5787,""WHEN,SINCE,EVER"""
"5788,""AWAKE,ASLEEP,ALERT"""
"5789,""SOFT,RUG,CARPET"""
"5790,""PORCUPINE,PRICKLY,STICKY"""
"5791,""DEATH,VIOLENCE,RAPE"""
"5792,""CURVE,ANGLE,STRAIGHT,TANGENT,CURVED"""
"5793,""GAVEL,SAND,GRAVEL"""
"5794,""FOOD,ROTTEN,SPOIL,SPOILED"""
"5795,""GIVE UP,RENOUNCE"""
"5796,""AGENCY,EMPLOYMENT,OFFICE,UNEMPLOYMENT"""
"5797,""DROP,PICK UP"""
"5798,""MAJORITY,GROUP,MINORITY"""
"5799,""USED,WORN,CLOTHES"""
"5800,""MESS,MUCK,GOO"""
"5801,""BOMB,NEUTRON,ATOM"""
"5802,""HEROIN,HERO,HEROINE"""
"5803,""FORMULA,EQUATION,TRIGONOMETRY,ALGEBRA"""
"5804,""FOOD,SOUP,EAT"""
"5805,""GARDEN,LANDSCAPE,GROUNDS"""
"5806,""PEDAL,BIKE,BICYCLE"""
"5807,""SWEET,ICE CREAM,CANDY,CHOCOLATE"""
"5808,""BORING,BIOLOGY,BIOLOGIST"""
"5809,""SLANDER,PUT DOWN"""
"5810,""WASHER,DRYER,APPLIANCE"""
"5811,""VACATION,REST,RELAX"""
"5812,""LIT,CIGARETTE,FLAME,LIGHTER,SMOKE"""
"5813,""PATTERN,BLANKET,QUILT"""
"5814,""LODGE,CAMP,CABIN"""
"5815,""SPEECH,GRAMMAR,VOCABULARY,ENGLISH"""
"5816,""YUCK,MCDONALD'S,GROSS"""
"5817,""SKIP,SCHOOL,CLASS"""
"5818,""DORM,APARTMENT,ROOM"""
"5819,""MENTHOL,MINT,MINTS,GUM"""
"5820,""LOUNGE,LOAF,REST,RELAX"""
"5821,""THAW,ICEBERG,CHILL,FROZEN,BEVERAGE,ARCTIC,FROST,SHIVER,FREEZER,FREEZE,SHUTTER,COOLER,GLACIER,FRIGID,QUIVER,COLD,PENGUIN,DEFROST,REFRIGERATOR,IGLOO"""
"5822,""WOMAN,GIRL,BRUNETTE"""
"5823,""STORAGE,ROOM,CLOSET"""
"5824,""GROSS,ROACH,YUCK,DISGUSTING"""
"5825,""BLACKBOARD,SCHOOL,CHALKBOARD,CLASS"""
"5826,""MOTION,STILL,MOVEMENT"""
"5827,""SCHOOL,CLASS,LEARN"""
"5828,""SQUEAK,CAR,SQUEAL"""
"5829,""MUSCLE,ARM,LEG"""
"5830,""SLUM,BLACK,GHETTO"""
"5831,""EXPLANATION,DEFINITION,MEANING,EXPLAIN,REASON"""
"5832,""SLIVER,CUT,PRICK,OUCH,SPLINTER"""
"5833,""TIGER,LION,TAME"""
"5834,""THIMBLE,PRICK,PIN"""
"5835,""SQUEAL,PAIN,HURT"""
"5836,""RECEIVE,ACHIEVE,GET"""
"5837,""NUCLEAR,ENERGY,ATOMIC"""
"5838,""SCHOOL,BUSY,HECTIC"""
"5839,""NEVER,GIVE UP"""
"5840,""DOWN,LOWER,DECREASE,BELOW,UNDER"""
"5841,""PAPER TOWEL,HANDS"""
"5842,""FURTHER,AWAY,BEYOND"""
"5843,""CRITICISM,CRITICIZE,HELP"""
"5844,""WISE,OLD,WISDOM"""
"5845,""EGYPT,SHRINE,TEMPLE"""
"5846,""DANCE,SING,SONG"""
"5847,""MISSILE,ROCKET,LAUNCH"""
"5848,""HOLE,ROUND,CIRCLE"""
"5849,""BRAIN,MIND,PHYSIOLOGY"""
"5850,""DECORATION,DESIGN,DECORATE"""
"5851,""FARM,CROW,HEN,SCARECROW,ROOSTER"""
"5852,""PUSHY,SNOTTY,OBNOXIOUS,ARROGANT"""
"5853,""PHONE,NUMBER,TELEPHONE"""
"5854,""WALK,TRAIL,WALKWAY,PATH,SIDEWALK,BREEZEWAY"""
"5855,""PEDAL,BRAKE,ACCELERATE"""
"5856,""SOLVE,FIND,DETERMINE"""
"5857,""TANTRUM,TEMPER,FIT"""
"5858,""PEANUTS,ELEPHANT,PEANUT"""
"5859,""STUDY,EDUCATION,COLLEGE,UNIVERSITY"""
"5860,""LIMP,BRACELET,ANKLE,WRIST,FRACTURE,ELBOW"""
"5861,""WALKER,OLD,ELDERLY"""
"5862,""AUTUMN,BROWN,LEAVES"""
"5863,""BELONG,WITH,TOGETHER"""
"5864,""SHACK,HOUSE,HUT,LODGE,COTTAGE,CABIN"""
"5865,""DIFFERENT,STRANGE,FOREIGN"""
"5866,""MANY,LOT,EXTRA"""
"5867,""ADMIRE,SHRINE,WORSHIP,IDOL"""
"5868,""NAP,ASLEEP,REST"""
"5869,""DISCOVER,INVENT,INVENTOR"""
"5870,""FIRE,HOT,HEAT"""
"5871,""POTENTIAL,ACHIEVE,SUCCESS"""
"5872,""HAIR,HEADBAND,BANDANNA"""
"5873,""AIRPLANE,FLIGHT,AIRCRAFT"""
"5874,""DINNER,STEAK,RIB"""
"5875,""HERD,DROVE,CATTLE"""
"5876,""GIANT,MIDGET,MAN"""
"5877,""VEST,SHIRT,COAT,JACKET,SUIT,TIE"""
"5878,""SHIRT,NIGHTGOWN,FLANNEL"""
"5879,""CRUEL,VIOLENT,HOSTILITY,RAGE"""
"5880,""WARN,WARNING,STOP"""
"5881,""WOMAN,POCKETBOOK,PURSE,HANDBAG,GIRL,LADY"""
"5882,""SEARCH,HUNT,FIND"""
"5883,""GROVE,FIELD,ORCHARD"""
"5884,""OASIS,PARCHED,THIRSTY"""
"5885,""BURN,FREEZER,MELT,FREEZE"""
"5886,""WAGE,EARN,WORK"""
"5887,""THOUGHT,PHILOSOPHY,THINK,PHILOSOPHER,IDEA"""
"5888,""DESIRE,WISH,WANT"""
"5889,""PROJECT,EXPERIMENT,RESEARCH"""
"5890,""TOMB,MEMORIAL,STONE,GRAVE"""
"5891,""THAW,ROAST,SEAFOOD,RECIPE,MICROWAVE,CHEF,MIX,PUDDING,STEW,OVEN,YUMMY,DOUGHNUT,BAKE,PAN,GRAVY,CLAM,DESSERT,PIE,SHRIMP,OMELET,SCALLOP,COBBLER,REFRIGERATOR,DELICIOUS,CAKE,LOBSTER,SKILLET,EAT,CRUMB,FOOD,BAKER,GOURMET,FREEZER,WAFFLES,BAGEL,JELLO,PASTRY,BROIL,COOK,FRY,SHORTCAKE,OYSTER,TURKEY,TOASTY,FREEZE,MIXTURE,PANCAKES,FROZEN,TASTY,CRAB,COOKBOOK,CUSTARD"""
"5892,""GOWN,PROM,NIGHT"""
"5893,""WRAP,PRESENT,GIFT"""
"5894,""FORWARD,BACKWARD,RETREAT"""
"5895,""COP,GUN,POLICEMAN"""
"5896,""FRECKLE,ZIT,PIMPLE,FACE"""
"5897,""KIDS,NEIGHBORHOOD,CHILDREN"""
"5898,""SCAPEGOAT,COWARD,WIMP"""
"5899,""YOUTH,AGE,YOUNG,PUBERTY"""
"5900,""SELL,PURCHASE,OWN,OWE,BUY,RENT,LEASE"""
"5901,""CANCER,CIGARETTE,NICOTINE,TOBACCO,SMOKE"""
"5902,""WALK,WANDER,ROAM"""
"5903,""CIRCLE,DISC,ROUND"""
"5904,""COAL,GRILL,BURN,CHARCOAL"""
"5905,""CARING,PARENT,MOTHER"""
"5906,""UNIQUE,CREATIVITY,CREATIVE"""
"5907,""RAYS,STING,RAY"""
"5908,""BASSINET,CRIB,CRADLE"""
"5909,""LOAN,SCHOLARSHIP,GRANT"""
"5910,""BIOLOGY,GERM,BACTERIA,FUNGI,ALGAE"""
"5911,""POCKET,WALLET,POUCH,PURSE,POCKETBOOK"""
"5912,""WED,MARRY,GROOM,BRIDE,MARRIAGE,WEDDING"""
"5913,""STEEL,METAL,BULLET"""
"5914,""NEW,RESTORE,REPLACE"""
"5915,""HARSH,RUDE,MEAN"""
"5916,""DEPENDENT,BABY,CHILD"""
"5917,""PANTHER,LEOPARD,CAT,TIGER,COUGAR,LION"""
"5918,""REFLECT,SHINE,GLARE"""
"5919,""PLUSH,CUSHION,COUCH"""
"5920,""SLOGAN,BANNER,ADVERTISEMENT"""
"5921,""SLOPE,MOUNTAIN,STEEP,LEDGE,CLIFF"""
"5922,""TIGER,CLAW,PAW"""
"5923,""SEE,RECOGNITION,ACKNOWLEDGE"""
"5924,""RESERVATION,MOTEL,HOTEL,RESERVE"""
"5925,""FORBID,LET,ALLOW,PERMIT"""
"5926,""EYES,EYEBALL,HEAD"""
"5927,""HIKE,HIKING,BOOTS"""
"5928,""FAVORITE,ICE CREAM,CHOCOLATE"""
"5929,""FISH,SEA,OCEAN"""
"5930,""EMBARRASS,BLUSH,BASHFUL,ASHAMED"""
"5931,""DO,MAKE,CREATE"""
"5932,""SAILOR,NAVY,NAVIGATOR,CAPTAIN,MARINE,ANCHOR"""
"5933,""COCAINE,ADDICTION,HEROIN,HEROINE,DRUG"""
"5934,""DANDRUFF,DIRTY,LICE"""
"5935,""PAIN,UNCOMFORTABLE,HURT"""
"5936,""COLD,SOFT DRINK,PEPSI,SODA"""
"5937,""ALWAYS,FREQUENCY,OFTEN"""
"5938,""SOLVE,DISCOVER,DETERMINE,REALIZE"""
"5939,""SCHOOL,PRINCIPLE,PRINCIPAL"""
"5940,""DOWN,BUCKLE,STRAP"""
"5941,""DEPTH,SEA,OCEAN"""
"5942,""ETHICS,VALUES,MORALS,STANDARDS"""
"5943,""POEM,LITERATURE,PUBLICATION,PUBLISHER,READ,JOURNAL,AUTHOR,POETRY,MAGAZINE,BOOK,EDITOR,READER,POET,ARTICLE,WRITER"""
"5944,""BOX,CUBE,RECTANGLE,SQUARE"""
"5945,""PHRASE,PARAGRAPH,SENTENCE"""
"5946,""GROSS,YUCK,DISGUST,VULGAR,DISGUSTING,SICK"""
"5947,""FIVE,FINGERS,TEN"""
"5948,""HARM,THREAT,EVIL"""
"5949,""DOUGHNUT,CALORIES,PASTRY"""
"5950,""GROCERY,BARGAIN,SUPERMARKET,SALES,PROPRIETOR,GROCERIES,STORE,SALESMAN,MARKET"""
"5951,""SAND,BUCKET,PAIL"""
"5952,""WEST,SALOON,COWBOY"""
"5953,""RUN,FLEE,EVACUATE"""
"5954,""SEW,STITCH,PATCH"""
"5955,""POOR,ROYALTY,ROYAL"""
"5956,""CALORIES,DIET,FATTENING"""
"5957,""TECHNICIAN,AUTO,MECHANIC,REPAIR"""
"5958,""FORGET,GIVE UP"""
"5959,""MEASURE,MEASUREMENT,CUP"""
"5960,""KING,QUEEN,POWER"""
"5961,""NAUSEOUS,LIGHTHEADED,FAINT,PUKE,DIZZY,VOMIT,SICK,PASS OUT,THROW UP,NAUSEA,ILLNESS"""
"5962,""CALENDAR,AGENDA,SCHEDULE"""
"5963,""SYMPHONY,COMPOSE,ORCHESTRA"""
"5964,""ELEGANT,FANCY,EXTRAVAGANT,PLUSH,EXPENSIVE"""
"5965,""SHINE,SUN,SHINY"""
"5966,""MONTHLY,DAILY,WEEKLY"""
"5967,""NEW YORK,DIRTY"""
"5968,""JOB,RECOMMENDATION,RECOMMEND"""
"5969,""LOBE,EARRING,EAR"""
"5970,""SALES,MARKET,BARGAIN"""
"5971,""POLITICS,LOBBY,CONGRESS"""
"5972,""COMPUTE,CALCULATE,FIGURE,RATIONALIZE,THOUGHT,LOGIC,THINK"""
"5973,""SIMPLE,ELABORATE,COMPLEX"""
"5974,""EDUCATE,EDUCATION,PROFESSOR,LEARNER,DIPLOMA,INSTRUCT,COLLEGE,PUPIL,STUDENT,FACULTY,TEACH,INSTRUCTOR,UNIVERSITY,SCHOLARSHIP"""
"5975,""BREAKABLE,BROKEN,BRITTLE,SHATTER"""
"5976,""PEER,BRIDGE,PIER"""
"5977,""RUG,MAT,CARPET"""
"5978,""DOWN,THROW UP"""
"5979,""OBJECTIVE,SUBJECTIVE,SCHOOL,CLASS"""
"5980,""BUMP,HIT,LUMP"""
"5981,""CURRENT,MODERN,CONTEMPORARY,RECENT"""
"5982,""LOTS,MANY,FREQUENT"""
"5983,""FLY,MOTH,BUTTERFLY"""
"5984,""INTELLIGENT,SMART,SOPHISTICATED"""
"5985,""DIVISION,SPLIT,DIVIDE"""
"5986,""GOD,PRAISE,CHURCH"""
"5987,""TACT,GRACE,TACTFUL,MANNERS"""
"5988,""SMELL,TAR,ASPHALT"""
"5989,""CHEMISTRY,ATOMIC,ATOM"""
"5990,""MONGOOSE,GEESE,SWAN,DUCKS,GOOSE,DUCK"""
"5991,""FULL,COMPLETE,FILL"""
"5992,""ANGER,YELL,SCREAM"""
"5993,""QUENCH,THIRSTY,THIRST"""
"5994,""DUTY,CHORE,TASK,RESPONSIBILITY"""
"5995,""REFUSE,TAKE,ACCEPT,REJECT"""
"5996,""REGRET,APOLOGY,FORGIVE,ASHAMED,SORRY,MISTAKE"""
"5997,""CUSS,SWEAR,WORD"""
"5998,""LOS ANGELES,CRIME"""
"5999,""DEPTH,SHALLOW,DEEP"""
"6000,""STOVE,TOASTER,APPLIANCE,KITCHEN"""
"6001,""PUNISH,BAD,SPANK"""
"6002,""CORNER,ANGLE,CURVE,CURVED"""
"6003,""SAND,BEACH,ROCKS"""
"6004,""WASHER,LINT,DRYER"""
"6005,""COCOON,CATERPILLAR,WORM"""
"6006,""AFRAID,TIMID,QUIET,MEEK"""
"6007,""MILK,POUR,SPILL"""
"6008,""MIX,MIXTURE,BLEND,ALCOHOL,DRINK"""
"6009,""FAINT,WEAK,LIGHTHEADED"""
"6010,""HIT,ACCIDENT,CRASH"""
"6011,""ILLNESS,SICKNESS,ILL,WELL,HEALTH,SICK"""
"6012,""POND,MEADOW,CREEK"""
"6013,""WEEK,SEMESTER,MONTH,CALENDAR,YEAR"""
"6014,""SWIM,POND,RIVER,CREEK,LAKE"""
"6015,""CONTAINER,CAN,BOTTLE,JUG"""
"6016,""HERB,CLOVE,LEAF"""
"6017,""PORTION,PART,HALF"""
"6018,""CARDS,POKER,ACE"""
"6019,""POTTERY,ROSE,FLOWER,VASE"""
"6020,""DESIRE,URGE,COMPULSION,WANT,NEED"""
"6021,""FANTASTIC,GOOD,EXCEPTIONAL,AWESOME,OUTSTANDING,GREAT,TERRIFIC,WONDERFUL,EXCELLENT,SUPER"""
"6022,""APEX,CLIMAX,END"""
"6023,""ADMISSION,GUILT,ADMIT"""
"6024,""CROW,HEN,ROOST,ROOSTER"""
"6025,""REASON,BECAUSE,JUST"""
